id,titulo,autor,precio,idEditorial
770,Lajo,Solleme,18,10095
771,Bluezoom,Fries,312,10647
772,Mynte,Cosely,87,10340
773,Meejo,Endle,73,10050
774,Zoonoodle,MacKenney,7,10306
775,Skynoodle,Fomichkin,442,10621
776,Thoughtbeat,Roddie,14,10831
777,Abata,Longman,36,10020
778,Zava,Quartly,86,10096
779,Thoughtworks,Feaveer,342,10579
780,Quatz,Danielsky,10,10565
781,Ailane,Borkin,386,10839
782,Twitternation,Drewell,262,10727
783,Fanoodle,Scoon,98,10367
784,Kare,Fearnill,62,10725
785,Yata,Omrod,277,10934
786,Dabfeed,Hriinchenko,223,10171
787,Photolist,Crinson,49,10217
788,Oodoo,Potebury,374,10305
789,Quimm,Kornyakov,244,10620
790,Quimba,Weblin,110,10261
791,Plambee,Ivoshin,431,10623
792,Rhyzio,O'Dunniom,383,10739
793,Babbleset,Merner,71,10867
794,Babbleblab,Laughlan,489,10986
795,Skibox,Ingarfill,384,10424
796,Demizz,Carnalan,39,10522
797,Zoovu,Allgood,140,10611
798,Jazzy,Amiss,102,10551
799,Linkbridge,Kiledal,329,10157
800,Oyoba,Chellenham,20,10098
801,Eadel,Paffley,50,10922
802,Quimba,Laurie,48,10839
803,Layo,Pashen,454,10015
804,Skibox,Hovie,398,10868
805,Browseblab,Blanking,16,10517
806,Livefish,Delgardillo,87,10361
807,Thoughtworks,Dudney,335,10375
808,Yodo,Pavy,149,10957
809,Tazz,Skeldinge,486,10677
810,Gevee,Matusiak,164,10628
811,Dabvine,Clutton,451,10471
812,Katz,Sizzey,215,10175
813,Wordware,Novak,351,10990
814,Plajo,McGrotty,190,10132
815,Jabbercube,Wais,320,10779
816,Eimbee,Gravenell,434,10616
817,Photolist,Hodges,317,10088
818,Dablist,Iannello,272,10711
819,Browsetype,Robertazzi,327,10952
820,Abata,Snead,411,10594
821,Gabtune,Ripon,379,10299
822,Roodel,Sustins,387,10732
823,Twitternation,Newhouse,380,10656
824,Jazzy,Trimmell,330,10875
825,Thoughtmix,Boardman,447,10158
826,Youspan,Ricci,34,10228
827,Shufflester,Cowpe,158,10083
828,Voomm,Flament,120,10885
829,Meejo,Aymeric,382,10459
830,Skyba,Fargie,93,10356
831,Kamba,Hardesty,369,10226
832,Gabspot,Pullman,215,10082
833,Shuffletag,Shaddick,280,10582
834,Lazz,Manilow,246,10396
835,Skalith,McKillop,111,10205
836,Bubblebox,Lippi,349,10568
837,Skipstorm,Yurocjhin,167,10325
838,Dabtype,Turfs,170,10249
839,Skiptube,Buntine,351,10885
840,Oyoyo,McNelly,158,10968
841,Dynazzy,Mead,87,10799
842,Trilith,Joynes,65,10383
843,Yambee,Tomsa,371,10632
844,Mudo,Castell,196,10446
845,Innotype,Frean,195,10360
846,Babblestorm,Grigoire,294,10688
847,Vinder,Friel,275,10408
848,Zooveo,Stelli,135,10082
849,Layo,Gammade,87,10447
850,Rhyloo,Atheis,352,10104
851,Devbug,Brannigan,282,10807
852,Muxo,Gayther,37,10451
853,Blognation,Seyler,467,10921
854,Jayo,Rammell,393,10968
855,Brainbox,Pauleit,444,10761
856,Browsecat,Bonsall,343,10640
857,Blogtags,Durbann,259,10226
858,Thoughtbridge,Dytham,91,10472
859,Dabtype,Farnell,133,10351
860,Buzzshare,Ivermee,280,10704
861,Kwimbee,Burchess,499,10533
862,Wordify,Ipsgrave,183,10634
863,Kwinu,Moncey,251,10427
864,Thoughtmix,Gatherell,367,10026
865,Dabtype,Biernacki,212,10226
866,Yodel,Hobbing,221,10356
867,Roodel,Dameisele,79,10361
868,Zoovu,Lattimore,347,10819
869,Realpoint,Saben,282,10197
870,Kimia,Syme,249,10661
871,Gigaclub,Orbine,463,10498
872,Livepath,Lambart,429,10455
873,Riffpath,Arrow,340,10782
874,Snaptags,Scoles,444,10009
875,Mybuzz,Snow,149,10859
876,Avaveo,Ingerman,205,10144
877,Realcube,Deverson,375,10114
878,Buzzdog,Stitcher,350,10829
879,Jaxnation,Bleesing,319,10447
880,Linklinks,Peddel,226,10450
881,Midel,Bridgstock,5,10943
882,Centidel,Staff,472,10264
883,Bluejam,Lickorish,153,10042
884,Oozz,Botger,296,10963
885,Blogpad,Cornelissen,247,10082
886,Brightdog,Gwyn,279,10347
887,Fadeo,Rentenbeck,38,10472
888,Skyvu,Inge,315,10998
889,Yoveo,Vondrasek,232,10248
890,Eazzy,Ferreli,437,10511
891,Eidel,Bollis,41,10886
892,Dabjam,Norsworthy,445,10711
893,Roomm,Grubey,252,10097
894,Pixonyx,Gainor,93,10080
895,Feedfire,Hewson,293,10980
896,Buzzdog,Izzat,280,10486
897,Oozz,Feenan,13,10686
898,Devpulse,Lewtey,409,10729
899,Dabshots,Booton,416,10282
900,Twimbo,Blackbrough,302,10018
901,Janyx,Ludvigsen,36,10554
902,Plajo,Philson,40,10947
903,Tambee,Bellison,252,10701
904,Quimba,Swinney,282,10599
905,Realpoint,Blackborow,102,10182
906,Yodoo,Casseldine,244,10894
907,Podcat,Durward,396,10643
908,Tekfly,Dodshun,342,10864
909,Twitterworks,McCritichie,472,10054
910,Leenti,Piesold,80,10891
911,Wikivu,Liddard,175,10208
912,Youtags,Pinkney,487,10412
913,Quamba,Diche,463,10295
914,Tazzy,Berardt,279,10890
915,Meemm,Testin,190,10735
916,Flashpoint,Aindriu,236,10075
917,Jaxspan,Charlesworth,82,10516
918,Linkbridge,Fortescue,483,10175
919,Skimia,Briar,372,10838
920,Jaxbean,Bydaway,18,10948
921,Devpoint,Buckel,200,10260
922,Trudeo,Doe,277,10326
923,Feedmix,Shevelin,122,10935
924,Wordware,Symes,57,10974
925,Voonix,Gullen,483,10636
926,Flipopia,Pregel,342,10496
927,Twinte,Bresland,105,10012
928,Vipe,Blurton,466,10799
929,Youopia,Shatford,216,10478
930,Gabvine,Tow,154,10614
931,Trilia,Pawelek,219,10722
932,Yambee,Gullick,154,10773
933,Meevee,Sotheby,170,10885
934,Zooveo,Jansens,68,10634
935,Voomm,Wegenen,497,10301
936,Snaptags,Lowrey,439,10528
937,Brainverse,Itzik,425,10459
938,Linkbridge,Arntzen,171,10229
939,Demivee,Duester,235,10420
940,Quinu,Lukas,173,10297
941,Innotype,Juzek,258,10350
942,Jabberstorm,Sculley,90,10525
943,Avavee,Lympany,5,10999
944,Vinte,Lewnden,353,10356
945,Cogibox,Bilborough,395,10873
946,Feedspan,Weller,356,10683
947,Meevee,Antoniottii,264,10547
948,Cogilith,Wathan,199,10928
949,Jabbercube,Postle,259,10569
950,Quatz,Beri,327,10305
951,Quinu,McKmurrie,471,10994
952,Feednation,Chowne,444,10881
953,Thoughtstorm,Trood,2,10035
954,Eidel,Treacy,35,10233
955,Riffpedia,Gissop,120,10021
956,Fivechat,Markson,468,10676
957,Dabvine,Narducci,108,10223
958,Edgeblab,Goede,358,10910
959,Blogpad,Dickenson,373,10356
960,Yakitri,Egger,54,10250
961,Teklist,Vigars,320,10493
962,Riffpedia,Mattacks,199,10101
963,Gabspot,Sudran,73,10203
964,Jabberstorm,MacGahy,482,10926
965,Cogilith,Geldart,393,10738
966,Fadeo,Feast,137,10510
967,Photolist,Dunlap,89,10569
968,Thoughtbeat,Calderon,341,10558
969,Livepath,Bifield,200,10275
970,Skimia,Amsberger,108,10105
971,Talane,Hayfield,115,10370
972,Meevee,Petrashkov,147,10111
973,Shufflebeat,Pizer,419,10264
974,Roodel,Spring,389,10969
975,Jabbertype,Iredell,419,10287
976,Myworks,Leathem,454,10544
977,Yakijo,Alger,385,10126
978,Dabjam,Ovell,41,10810
979,Livetube,Maryin,138,10745
980,Vipe,Balden,467,10960
981,Yambee,Kasting,206,10004
982,Kwilith,Eburah,368,10903
983,Jaxbean,Dunbleton,93,10622
984,Zoombox,Giffin,160,10318
985,Browseblab,MacKerley,429,10842
986,Rhybox,Bartel,52,10505
987,Zooveo,Flipsen,185,10137
988,Linkbuzz,Skirving,284,10059
989,Riffwire,Cornbill,265,10512
990,Gabvine,Kembery,491,10165
991,Meezzy,Dundredge,453,10883
992,Layo,Ramplee,204,10880
993,Fadeo,McGonigal,47,10888
994,Realblab,Dawidsohn,145,10314
995,Podcat,Yarnold,338,10261
996,InnoZ,Raccio,239,10069
997,Eamia,Cawley,202,10650
998,Vinte,Matas,426,10615
999,Linkbuzz,Durbyn,109,10713
1000,Voomm,Duckerin,426,10119
